"DESCRIPTION_ID","DATE_CREATED","DATE_MODIFIED","UPDT_ID","DESCRIPTION","NAME","TITLE","LANGUAGE_ID","ZONE_ID"
"460","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Sachsen-Anhalt","NULL","1","132"
"461","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Sachsen-Anhalt","NULL","2","132"
"462","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","North Carolina","NULL","1","133"
"463","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Caroline du Nord","NULL","2","133"
"464","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","North Dakota","NULL","1","134"
"465","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Dakota du Nord","NULL","2","134"
"466","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nebraska","NULL","1","135"
"467","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nebraska","NULL","2","135"
"468","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Newfoundland - Labrador","NULL","1","136"
"469","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Terre-Neuve - Labrador","NULL","2","136"
"470","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","New Hampshire","NULL","1","137"
"471","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nouveau Hampshire","NULL","2","137"
"472","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","New Jersey","NULL","1","138"
"473","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","New Jersey","NULL","2","138"
"474","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Wallis","NULL","1","139"
"475","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Wallis","NULL","2","139"
"476","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Vermont","NULL","1","140"
"477","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Vermont","NULL","2","140"
"478","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","New Mexico","NULL","1","141"
"479","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nouveau Mexique","NULL","2","141"
"480","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Niederosterreich","NULL","1","142"
"481","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Niederosterreich","NULL","2","142"
"482","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Sachsen","NULL","1","143"
"483","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Sachsen","NULL","2","143"
"484","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nova Scotia","NULL","1","144"
"485","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nouvelle Écosse","NULL","2","144"
"486","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Saarland","NULL","1","145"
"487","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Saarland","NULL","2","145"
"488","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Florida","NULL","1","146"
"489","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Floride","NULL","2","146"
"490","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Northwest Territories","NULL","1","147"
"491","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Territores du Nord-Ouest","NULL","2","147"
"492","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Federated States Of Micronesia","NULL","1","148"
"493","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Federated States Of Micronesia","NULL","2","148"
"494","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nunavut","NULL","1","149"
"495","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nunavut","NULL","2","149"
"496","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nevada","NULL","1","150"
"497","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nevada","NULL","2","150"
"498","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nidwalden","NULL","1","151"
"499","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Nidwalden","NULL","2","151"
"500","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Washington","NULL","1","152"
"501","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Washington","NULL","2","152"
"502","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","New York","NULL","1","153"
"503","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","New York","NULL","2","153"
"504","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Granada","NULL","1","154"
"505","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Granada","NULL","2","154"
"506","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Soria","NULL","1","155"
"507","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Soria","NULL","2","155"
"508","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Freiburg","NULL","1","156"
"509","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Freiburg","NULL","2","156"
"510","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Rheinland-Pfalz","NULL","1","157"
"511","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Rheinland-Pfalz","NULL","2","157"
"512","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Ourense","NULL","1","158"
"513","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Ourense","NULL","2","158"
"514","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Wisconsin","NULL","1","159"
"515","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Wisconsin","NULL","2","159"
"516","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Ohio","NULL","1","160"
"517","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Ohio","NULL","2","160"
"518","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Georgia","NULL","1","161"
"519","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Georgie","NULL","2","161"
"520","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Murcia","NULL","1","162"
"521","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Murcia","NULL","2","162"
"522","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Oklahoma","NULL","1","163"
"523","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Oklahoma","NULL","2","163"
"524","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Genf","NULL","1","164"
"525","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Genf","NULL","2","164"
"526","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","West Virginia","NULL","1","165"
"527","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","West Virginia","NULL","2","165"
"528","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Ontario","NULL","1","166"
"529","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Ontario","NULL","2","166"
"530","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Oberosterreich","NULL","1","167"
"531","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Oberosterreich","NULL","2","167"
"532","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Wyoming","NULL","1","168"
"533","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Wyoming","NULL","2","168"
"534","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Burgenland","NULL","1","169"
"535","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Burgenland","NULL","2","169"
"536","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Avila","NULL","1","170"
"537","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Avila","NULL","2","170"
"538","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Oregon","NULL","1","171"
"539","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Oregon","NULL","2","171"
"540","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Salamanca","NULL","1","172"
"541","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Salamanca","NULL","2","172"
"542","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Glarus","NULL","1","173"
"543","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Glarus","NULL","2","173"
"544","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Baleares","NULL","1","174"
"545","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Baleares","NULL","2","174"
"546","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Obwalden","NULL","1","175"
"547","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Obwalden","NULL","2","175"
"548","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Graubnden","NULL","1","176"
"549","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Graubnden","NULL","2","176"
"550","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Guam","NULL","1","177"
"551","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Guam","NULL","2","177"
"552","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Pennsylvania","NULL","1","178"
"553","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Pennsylvanie","NULL","2","178"
"554","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Victoria","NULL","1","179"
"555","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Victoria","NULL","2","179"
"556","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Bremen","NULL","1","180"
"557","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Bremen","NULL","2","180"
"558","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Prince Edward Island","NULL","1","181"
"559","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Île-du-Prince-Édouard","NULL","2","181"
"560","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Brandenburg","NULL","1","182"
"561","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Brandenburg","NULL","2","182"
"562","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Hessen","NULL","1","183"
"563","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Hessen","NULL","2","183"
"564","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Almeria","NULL","1","184"
"565","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Almeria","NULL","2","184"
"566","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Baden-Wrttemberg","NULL","1","185"
"567","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Baden-Wrttemberg","NULL","2","185"
"568","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Bayern","NULL","1","186"
"569","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Bayern","NULL","2","186"
"570","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Navarra","NULL","1","187"
"571","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Navarra","NULL","2","187"
"572","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Valencia","NULL","1","188"
"573","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Valencia","NULL","2","188"
"574","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Schleswig-Holstein","NULL","1","189"
"575","2017-12-14 18:58:29","2017-12-14 18:58:29","NULL","NULL","Schleswig-Holstein","NULL","2","189"
